20
30 60
4 12 701
13 18 328
14 16 642
4 15 815
6 24 58
7 27 170
9 15 263
3 21 587
6 20 889
30 60
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
7 9 11
14 22 393
11 24 790
1 14 406
10 21 509
0 15 955
4 14 876
13 15 501
2 21 40
1 19 674
10 15 128
7 29 573
5 9 90
7 13 405
18 22 575
19 24 676
11 28 385
15 26 864
6 19 166
0 27 949
14 18 405
8 21 847
6 23 867
4 29 467
3 29 724
1 6 867
7 24 524
20 28 540
0 20 476
15 24 958
0 11 821
30 60
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
13 17 493
5 22 875
20 23 798
3 15 802
5 19 288
6 14 830
16 29 174
0 27 467
1 21 207
15 29 311
15 25 264
13 19 950
8 26 562
1 20 891
7 10 110
0 23 645
3 14 866
17 20 976
0 5 322
15 27 86
17 24 100
3 16 970
20 26 832
19 23 586
17 22 852
5 9 235
6 12 389
16 18 82
14 21 992
22 25 178
0 12 166
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
7 17 210
10 21 124
0 6 715
9 19 388
14 26 312
10 16 293
25 28 524
4 10 783
12 24 115
14 19 508
6 23 967
5 10 190
3 24 230
7 25 872
2 17 10
13 21 421
2 21 894
0 5 256
3 12 477
7 11 148
3 23 945
15 17 243
17 28 591
0 12 498
6 19 335
4 11 563
6 15 99
15 29 429
12 25 602
1 25 12
3 26 580
19 29 416
9 13 82
22 27 488
12 29 277
16 23 779
25 29 911
18 26 683
2 29 803
15 24 193
18 28 155
4 18 977
3 18 523
0 17 83
4 27 269
23 29 730
18 22 598
14 24 467
8 16 508
11 28 95
6 14 635
27 29 629
1 8 276
9 12 636
6 18 80
10 22 240
8 17 738
21 29 498
4 28 225
5 12 726
5 8 790
15 18 342
19 22 117
10 28 610
5 13 64
4 16 192
11 16 672
16 21 879
1 24 142
8 18 717
5 22 153
20 24 320
2 4 521
9 22 801
21 27 772
22 25 918
12 16 822
20 26 20
18 21 290
1 21 475
5 24 473
18 23 21
11 24 346
7 14 342
7 13 84
0 7 683
13 28 135
6 27 807
24 29 949
0 11 299
3 29 306
16 29 730
18 27 995
14 16 965
15 26 600
9 21 461
19 24 405
20 29 557
12 17 944
9 27 859
4 22 423
23 27 126
5 17 212
11 20 716
18 24 69
1 7 161
22 26 532
8 24 687
5 18 287
24 26 591
10 13 890
6 17 902
6 22 858
5 11 561
1 20 596
9 16 2
3 28 554
0 22 188
12 15 651
9 14 519
8 15 817
22 29 981
12 14 670
13 19 729
3 8 12
0 21 875
10 15 792
1 3 101
13 15 477
17 26 77
1 16 653
3 22 519
10 18 830
4 17 485
8 19 968
24 27 934
11 19 753
15 23 591
6 11 975
13 26 554
9 25 26
4 26 113
4 9 503
11 29 271
14 28 365
17 19 631
15 27 308
7 21 894
0 19 684
3 10 741
15 28 927
1 23 868
2 20 207
26 28 272
0 25 619
13 17 28
7 19 186
9 28 212
6 25 561
1 29 677
16 26 858
20 25 656
18 29 486
0 4 740
3 15 47
12 28 170
2 28 540
11 21 681
8 26 284
17 21 964
7 18 386
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
5 14 104
10 28 680
21 24 377
4 18 942
17 23 420
7 22 240
1 23 802
14 28 335
12 29 40
2 15 352
3 8 68
0 10 893
13 28 44
1 21 350
15 21 621
11 26 521
1 6 849
10 20 553
6 14 636
11 21 66
7 9 399
1 18 605
9 28 194
12 16 779
2 22 844
7 25 197
6 9 594
10 26 920
24 28 510
7 28 749
8 14 333
3 24 964
12 25 874
4 11 381
5 28 460
2 21 968
13 17 123
12 20 336
3 28 719
4 12 298
8 18 967
22 29 480
4 10 815
16 23 59
19 28 545
5 24 525
5 17 770
5 21 324
8 22 427
9 20 156
4 16 422
7 20 904
11 23 296
0 11 951
15 26 850
16 24 475
10 22 818
19 26 416
19 24 193
15 17 943
4 20 213
10 24 781
1 25 35
11 17 903
8 19 392
12 21 475
5 23 912
20 24 512
22 25 51
14 18 559
11 24 495
13 24 233
10 12 417
18 22 638
2 6 120
22 28 865
11 15 293
7 11 655
9 22 704
27 29 650
16 20 117
7 12 75
14 21 520
0 12 532
4 7 278
16 28 199
9 29 467
2 25 740
4 23 362
13 16 685
10 25 991
26 29 180
21 23 43
7 10 754
21 26 245
6 13 50
10 17 31
7 27 219
1 28 743
8 23 17
13 25 459
0 8 656
15 18 497
0 27 152
17 24 892
3 15 907
9 25 935
4 26 605
22 27 289
0 14 578
0 18 63
10 19 268
6 21 117
2 7 597
3 20 643
0 25 921
17 22 654
1 26 666
14 17 784
9 11 359
23 29 798
8 12 566
5 20 416
6 26 421
12 18 799
8 20 833
14 26 946
2 11 188
8 26 351
12 27 46
11 18 213
15 28 547
1 8 239
2 24 658
11 22 88
12 14 598
14 23 158
13 15 431
20 22 682
25 28 587
4 21 370
2 26 456
18 26 114
14 24 70
3 5 398
11 27 413
24 26 6
2 14 395
12 22 488
4 14 523
19 23 582
10 15 83
3 13 470
8 11 353
1 13 547
3 11 384
9 19 307
1 3 629
2 12 152
11 14 912
14 16 387
7 13 858
8 21 475
7 17 737
1 17 401
17 19 673
0 9 147
13 19 659
9 13 945
6 19 160
17 26 11
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
13 17 966
9 17 108
5 26 383
8 25 803
1 24 974
3 15 247
9 18 905
15 28 177
11 27 90
4 16 142
11 18 501
3 8 959
3 13 120
8 20 880
7 20 437
1 25 496
14 29 21
21 27 754
3 5 924
15 24 384
20 25 279
17 21 370
3 23 507
7 15 27
9 23 71
8 19 983
15 21 551
12 26 447
1 27 267
12 27 304
0 14 473
1 4 621
9 14 593
16 28 699
16 27 86
12 15 820
3 16 672
14 27 840
2 19 1
21 23 962
7 13 909
1 20 987
2 17 739
22 26 751
0 7 39
9 13 73
4 19 102
14 18 59
7 22 766
6 19 578
2 11 556
2 14 293
13 24 476
1 14 201
3 29 659
18 26 291
9 28 959
10 16 295
0 4 659
2 6 274
1 28 282
1 19 36
17 29 372
11 28 161
5 20 887
5 17 729
8 24 731
22 25 416
15 19 871
19 26 501
3 20 315
18 25 938
2 8 633
2 25 40
3 12 468
10 27 492
7 11 320
2 18 235
4 28 323
3 9 342
3 22 112
7 24 15
12 19 875
12 24 632
9 15 997
13 20 846
0 3 172
3 17 210
8 21 751
3 11 580
1 29 524
6 28 219
8 23 705
4 23 410
18 29 843
9 29 245
8 18 641
24 27 637
16 29 232
15 29 356
1 22 254
7 12 159
9 19 115
23 26 478
2 13 613
5 18 968
4 27 240
1 16 707
23 25 935
5 8 660
6 14 319
8 22 154
14 20 455
18 21 975
4 25 136
2 12 671
10 14 371
11 20 981
1 10 608
5 24 696
26 29 701
10 18 51
6 11 371
17 27 427
6 26 133
9 27 229
5 14 557
13 23 479
5 15 164
22 29 258
3 27 946
5 9 963
5 16 955
19 27 514
0 18 656
20 22 517
13 28 393
1 18 77
15 27 826
0 21 527
7 19 106
3 19 419
17 19 206
3 24 318
6 16 851
17 23 336
9 11 430
1 17 420
18 20 506
11 25 240
8 12 470
0 13 9
5 10 736
0 28 449
4 12 515
6 22 863
22 28 87
10 13 649
0 17 853
8 28 999
0 11 340
9 21 46
8 10 155
1 12 723
11 19 79
10 22 721
13 29 90
9 25 918
18 27 931
2 9 726
4 24 731
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
0 8 903
4 24 647
1 29 126
6 19 134
4 19 485
19 27 365
3 25 300
8 29 333
10 16 213
20 29 515
9 11 245
17 21 634
18 29 647
20 24 750
10 23 51
4 17 416
6 8 946
16 18 157
4 11 642
7 28 716
8 17 798
12 17 12
1 21 492
18 28 166
1 14 156
4 12 716
10 24 431
12 24 324
2 17 168
9 21 420
12 23 308
0 11 236
2 4 730
17 24 189
8 15 315
11 14 436
13 22 325
3 19 572
11 29 381
18 27 609
14 24 731
15 23 87
12 21 759
6 10 328
22 29 791
14 21 252
2 12 449
8 27 62
11 24 182
7 11 38
2 22 585
2 13 476
2 19 557
23 29 336
4 14 767
9 22 585
1 19 693
7 22 60
12 18 881
11 26 691
15 28 278
19 26 901
6 20 535
21 23 318
3 23 482
20 23 165
1 18 210
7 13 130
0 20 75
5 29 904
0 5 51
8 22 706
3 6 883
10 21 962
1 5 360
13 17 128
16 23 260
20 25 508
1 12 409
6 15 192
12 29 288
0 10 969
5 8 130
1 11 130
5 11 88
13 19 865
1 16 979
2 29 635
21 28 584
8 18 869
11 23 339
4 29 105
4 13 79
3 12 45
10 15 301
12 25 659
0 19 288
17 28 654
0 2 797
1 9 904
25 28 216
14 16 289
22 28 962
4 23 626
6 16 321
8 10 701
20 22 227
17 20 799
6 21 134
17 26 864
12 26 202
13 18 300
16 28 400
1 26 594
1 10 211
1 17 970
18 25 884
14 18 989
0 4 83
18 21 83
6 14 744
1 25 75
13 20 146
10 19 889
10 14 765
9 25 776
3 22 729
0 9 386
22 26 951
10 17 402
7 10 568
3 27 800
8 14 862
2 15 925
9 24 936
5 12 480
11 21 483
24 26 138
25 27 457
5 17 975
2 28 382
3 21 99
13 21 878
23 25 837
5 10 520
10 13 449
12 19 152
13 29 844
6 11 265
9 23 26
15 20 214
0 27 383
0 16 741
19 23 288
1 23 190
12 20 293
10 12 619
9 14 33
22 27 794
19 29 899
5 14 382
6 27 967
10 22 163
13 24 510
4 20 868
24 27 484
9 12 425
12 22 243
4 10 538
14 25 108
7 26 948
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
4 10 873
13 20 399
6 11 178
0 15 253
23 29 882
2 13 790
0 13 509
9 12 17
2 10 908
17 24 674
7 11 233
1 13 77
5 8 485
7 13 86
12 25 935
1 4 426
4 12 6
14 24 418
9 16 490
25 28 384
2 28 118
15 25 400
9 17 684
2 14 348
0 16 550
6 28 84
2 26 183
2 16 879
4 20 212
3 18 933
10 18 935
10 28 66
8 15 595
3 28 851
1 24 641
3 16 901
10 25 89
3 10 750
11 29 96
6 26 545
12 28 652
18 28 771
12 29 758
1 16 838
12 21 826
5 10 30
12 20 391
22 28 471
2 18 344
24 26 469
18 20 856
0 7 815
15 23 713
5 27 138
11 14 420
10 15 811
4 23 501
21 28 798
6 9 249
20 26 589
10 22 118
6 29 176
10 19 282
11 24 342
3 14 275
16 22 35
3 12 195
11 23 825
9 20 243
2 22 857
21 27 91
9 13 921
3 21 161
19 28 613
1 20 345
5 11 761
10 14 221
6 21 41
3 17 582
10 23 901
18 24 701
0 24 559
3 6 404
14 27 274
9 14 627
3 19 431
22 29 677
11 17 209
17 27 296
10 24 915
7 18 500
5 19 548
13 15 321
8 17 474
6 24 892
8 22 791
8 13 511
22 27 168
9 23 993
19 22 147
5 18 927
15 24 772
3 27 482
15 20 496
13 21 679
7 17 682
2 27 346
12 26 351
18 22 155
4 13 978
21 25 792
10 29 286
6 22 680
19 26 331
14 25 966
5 17 592
27 29 958
14 21 360
10 17 830
4 29 157
23 27 999
15 28 662
6 14 170
12 23 547
3 20 73
10 26 482
1 8 514
8 18 947
9 27 911
0 27 934
17 23 89
16 25 602
8 12 826
2 12 279
6 27 965
14 20 140
3 8 349
10 21 1
7 16 96
0 3 541
15 22 976
13 24 370
15 19 951
21 26 271
6 18 149
1 17 149
2 7 151
0 8 12
2 20 772
23 26 97
0 20 543
15 26 60
14 16 999
14 22 899
19 24 477
8 28 564
18 25 581
23 28 343
4 15 394
0 10 922
12 17 315
2 21 901
11 16 852
1 26 413
13 29 584
2 29 218
6 16 790
8 10 370
4 28 367
2 4 351
5 26 529
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
2 25 780
19 24 368
11 16 127
2 5 333
14 22 131
3 29 893
2 11 465
10 18 308
24 26 242
7 27 517
13 19 411
11 17 726
12 25 637
1 26 460
12 23 861
6 21 130
5 10 525
16 18 336
16 19 783
4 28 786
2 18 702
20 25 465
20 26 924
6 18 10
7 21 529
6 10 863
19 25 359
13 23 88
23 28 705
11 13 519
15 26 783
4 19 679
4 6 303
0 29 890
4 8 564
3 18 83
13 15 887
10 19 957
2 21 313
16 22 242
3 15 973
25 28 111
25 27 384
5 16 704
4 14 417
9 27 414
3 17 738
4 21 416
3 28 512
18 23 509
7 11 266
4 13 602
12 17 438
5 26 169
6 12 805
15 29 798
9 28 335
15 24 471
14 26 501
17 27 140
8 23 972
6 14 630
7 18 316
12 24 149
5 11 199
9 19 915
3 24 54
8 18 194
18 21 432
0 24 489
9 13 378
16 26 375
15 27 44
20 24 971
22 26 833
7 17 287
8 10 849
2 20 723
0 8 427
20 27 822
11 20 94
5 24 541
9 15 324
2 7 325
16 29 347
12 29 737
0 9 336
6 16 810
7 25 734
24 28 634
11 27 252
4 17 920
17 29 881
6 29 934
8 28 614
1 18 899
3 11 619
5 20 47
14 17 773
13 16 539
7 29 723
4 24 308
7 23 690
3 23 484
15 25 731
13 17 703
26 28 340
3 5 288
21 23 115
12 18 611
1 15 453
2 26 119
8 26 704
13 18 636
4 10 937
9 16 346
3 12 978
1 16 474
12 27 373
10 26 199
4 7 465
5 29 725
15 17 110
6 9 502
21 24 823
10 24 481
3 14 371
3 27 536
10 12 452
3 6 686
1 13 309
15 20 944
10 22 865
5 9 122
0 16 831
0 5 758
17 23 750
13 20 73
8 14 645
9 17 973
12 14 35
7 20 522
12 28 871
8 29 278
0 12 600
12 19 96
14 21 577
2 23 205
14 24 572
6 19 385
1 6 685
4 26 184
0 11 752
0 17 8
1 19 170
16 25 671
10 23 697
13 28 21
16 28 618
9 12 638
0 2 686
12 16 493
13 26 373
3 21 977
6 17 442
7 26 404
5 7 878
18 26 315
10 28 520
9 26 134
14 25 800
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
11 18 307
14 28 433
5 17 560
2 12 874
10 15 35
18 23 94
0 7 888
12 29 781
20 25 590
7 13 549
23 29 173
5 28 581
3 29 57
9 21 433
18 27 316
19 25 142
0 2 416
10 23 328
9 25 97
6 11 300
8 21 881
7 11 640
2 28 826
16 29 894
19 28 736
8 13 466
3 16 240
5 21 322
0 11 443
18 22 422
2 23 832
15 23 547
2 8 489
3 17 85
14 24 199
11 16 880
9 18 667
19 24 300
4 14 509
17 28 742
7 22 182
7 17 197
7 16 985
1 20 63
7 19 802
7 21 327
7 9 191
0 17 174
4 28 727
3 13 161
13 29 544
8 26 282
10 16 920
5 29 170
13 16 861
13 22 496
12 19 37
17 20 732
25 29 703
10 20 460
5 22 309
3 25 323
7 28 161
1 15 267
11 24 312
15 24 178
19 27 443
24 28 125
8 18 128
0 22 663
12 15 746
5 27 147
15 25 670
0 26 646
6 23 553
3 5 3
11 20 487
13 20 969
4 20 115
22 24 528
5 9 127
11 22 209
4 11 301
22 29 9
7 29 327
1 3 701
6 27 556
13 24 809
9 20 674
4 23 948
9 28 282
9 13 350
8 24 100
7 25 933
1 22 672
1 12 30
20 23 330
6 18 355
3 8 195
3 15 437
7 20 142
3 22 562
16 23 970
15 29 213
12 18 486
3 18 135
20 29 571
0 12 747
21 28 597
10 25 413
2 10 370
14 20 528
17 27 70
13 15 106
4 13 890
18 20 55
1 9 251
19 21 198
2 6 653
1 14 375
1 21 513
1 17 313
5 23 115
6 22 470
14 19 678
14 27 548
18 25 195
5 10 289
1 6 506
2 5 703
18 29 858
2 25 768
17 26 719
1 7 96
12 17 991
9 23 719
17 19 467
11 25 598
6 9 655
13 23 252
14 22 816
5 7 498
14 26 687
16 20 481
5 16 762
1 4 572
9 12 426
15 18 362
13 28 105
19 22 195
2 11 551
3 23 944
2 13 315
0 13 787
1 25 564
3 27 886
10 24 104
27 29 603
13 26 930
0 23 259
17 23 85
23 26 498
13 27 102
2 26 411
7 12 374
9 19 116
5 15 894
9 26 501
4 25 646
16 24 316
4 27 957
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
27 28 1000
28 29 1000
10 29 117
0 26 444
0 20 853
1 17 453
4 16 594
1 20 767
4 9 981
5 20 519
5 22 742
2 11 784
4 8 249
16 24 496
21 25 136
7 28 252
23 28 940
6 29 7
4 17 752
7 29 534
1 11 671
9 20 823
10 28 767
10 14 198
20 23 991
24 29 509
15 19 954
9 26 431
16 26 40
0 12 741
0 21 636
7 20 371
7 9 416
8 13 47
0 5 567
1 26 637
14 27 289
10 17 614
27 29 384
12 26 283
14 28 711
15 26 430
17 27 688
9 19 212
14 25 39
17 25 149
3 29 541
15 18 26
16 21 353
2 26 97
14 16 69
23 25 385
22 27 208
3 19 661
9 12 548
16 20 540
7 18 827
1 24 132
2 12 725
4 27 786
7 16 350
0 16 130
9 15 910
4 24 713
4 15 851
12 19 983
7 11 70
25 28 434
23 29 66
12 28 429
3 28 569
1 23 101
1 29 930
10 15 872
1 18 313
11 21 316
10 23 441
17 19 170
16 18 597
13 19 164
4 26 385
1 28 770
0 24 981
3 21 816
15 25 506
11 13 972
14 17 552
20 28 998
3 5 877
16 19 183
17 21 834
16 23 167
19 25 767
6 10 776
2 14 896
6 19 765
15 29 184
0 10 751
0 4 460
0 29 588
9 22 398
10 18 270
8 16 860
1 21 340
4 21 889
14 24 735
6 17 425
7 19 12
2 17 128
9 27 26
3 24 256
1 3 613
22 25 542
26 28 832
15 24 497
8 11 599
18 20 341
8 17 608
4 10 664
8 21 827
5 8 79
0 22 871
5 10 10
1 16 686
14 26 467
2 24 325
9 13 868
18 22 602
13 29 934
22 29 238
3 27 747
10 13 509
3 26 325
2 25 823
18 29 786
12 20 973
10 24 710
11 26 605
11 23 149
17 20 167
13 21 71
18 27 398
5 13 174
10 27 712
6 24 152
9 17 400
21 27 567
2 5 365
6 23 81
6 25 97
6 22 942
12 21 795
16 28 495
4 6 414
0 14 903
13 24 893
1 22 830
17 24 318
5 25 74
12 14 678
19 26 202
0 7 88
18 24 902
0 25 644
5 17 972
22 26 36
1 5 98
12 18 557
1 6 6
5 27 930
4 19 62
6 13 851
0 11 248
30 200
0 1 1000
1 2 1000
2 3 1000
3 4 1000
4 5 1000
5 6 1000
6 7 1000
7 8 1000
8 9 1000
9 10 1000
10 11 1000
11 12 1000
12 13 1000
13 14 1000
14 15 1000
15 16 1000
16 17 1000
17 18 1000
18 19 1000
19 20 1000
20 21 1000
21 22 1000
22 23 1000
23 24 1000
24 25 1000
25 26 1000
26 27 1000
